,instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area,worth_per_sqft
6444,12/27/2016,71373.53458708581,Completed,Unit,Flat,Al Thanyah Third,68.7,1038.9160784146407
6452,02/13/2017,222735.33844634678,Completed,Building,Villa,Al Thanayah Fourth,352.24,632.3397071495195
6453,01/30/2017,35754.66444921263,Completed,Unit,Flat,Marsa Dubai,44.74,799.1654995353739
6454,01/31/2017,160143.44155795945,Completed,Unit,Flat,Al Thanyah Fifth,166.99,959.0001889811332
6456,04/19/2017,186765.28892485652,Completed,Unit,Flat,Palm Jumeirah,155.8,1198.7502498386168
6457,04/20/2017,47152.84841375317,Completed,Unit,Flat,Nadd Hessa,78.67,599.3752181740583
6458,04/20/2017,183312.89117893815,Completed,Unit,Office,Al Thanyah First,152.92,1198.750269284189
6459,04/30/2017,105873.605119943,Completed,Unit,Flat,Marsa Dubai,66.24,1598.3334106271589
6461,05/25/2017,163339.24819398765,Completed,Building,Villa,Al Thanayah Fourth,174.9,933.900790131433
6462,06/22/2017,85959.95218614735,Completed,Unit,Office,Burj Khalifa,102.44,839.1248749135821
6464,07/13/2017,96541.36566460512,Completed,Unit,Flat,Marsa Dubai,69.03,1398.5421652123007
6465,07/31/2017,75381.36002197655,Completed,Unit,Office,Al Thanyah Fifth,85.75,879.0829157081813
6466,08/13/2017,90130.00319253985,Completed,Unit,Flat,Marsa Dubai,112.78,799.1665471940047
6467,09/17/2017,44547.06768926936,Completed,Unit,Flat,Al Barsha South Fifth,73.56,605.5881958845753
6469,10/17/2017,167412.6320634944,Completed,Unit,Flat,Al Khairan First,95.21,1758.3513503150343
6470,10/30/2017,40214.04866024694,Completed,Unit,Flat,Al Barsha South Fourth,62.9,639.3330470627494
6477,07/20/2016,73752.71922725686,Completed,Unit,Flat,Al Thanyah Fifth,70.99,1038.9170196824464
6478,07/25/2016,259857.89485407123,Completed,Building,Villa,Al Thanayah Fourth,255.03,1018.9306938559041
6479,07/31/2016,58962.49879351692,Completed,Unit,Flat,Al Thanyah Fifth,52.7,1118.8329941843817
6482,08/13/2016,31717.289459421332,Completed,Unit,Flat,Dubai Investment Park First,96.8,327.6579489609642
6484,10/13/2016,178877.48813934324,Completed,Unit,Flat,Al Thanyah Third,124.35,1438.5001056642
6485,10/18/2016,125398.881868601,Completed,Unit,Flat,Marsa Dubai,130.76,959.0003201942568
6488,11/21/2016,196115.56994260853,Completed,Unit,Flat,Palm Jumeirah,163.6,1198.7504275220572
6489,11/23/2016,144929.7270007202,Completed,Unit,Flat,Al Thanyah Fifth,151.0,959.7995165610608
6490,11/24/2016,46843.914499328086,Completed,Unit,Flat,Al Thanyah Fifth,34.48,1358.5822070570791
6491,11/29/2016,154819.3987630764,Completed,Unit,Flat,Burj Khalifa,149.02,1038.9169156024452
6492,11/30/2016,189910.83161950865,Completed,Unit,Flat,Burj Khalifa,132.02,1438.5004667437406
6495,12/15/2016,57539.96243197292,Completed,Unit,Flat,Jabal Ali,90.0,639.3329159108102
6496,01/18/2017,183704.45990392682,Completed,Unit,Office,Al Thanyah Fifth,229.87,799.1667460039449
6497,01/29/2017,70643.11116720742,Completed,Unit,Office,Burj Khalifa,80.36,879.0830160180117
6498,02/14/2017,108469.28850908388,Completed,Unit,Flat,Business Bay,84.83,1278.6666097970515
6500,03/19/2017,90145.96589179517,Completed,Unit,Flat,Palm Jumeirah,47.0,1917.9992742935144
6501,03/19/2017,334103.00766952016,Completed,Building,Villa,Dubai Investment Park First,838.81,398.3059425489922
6502,01/18/2017,285174.7358730112,Completed,Unit,Flat,Palm Jumeirah,178.42,1598.333908042883
6503,01/22/2017,153786.871979152,Completed,Unit,Flat,Marsa Dubai,174.94,879.0835256610952
6504,01/24/2017,103572.00662266408,Completed,Unit,Office,Business Bay,129.6,799.1667177674698
6505,01/31/2017,172543.34058460602,Completed,Unit,Flat,Palm Jumeirah,166.08,1038.9170314583696
6508,03/29/2017,33261.29082553141,Completed,Unit,Flat,Al Hebiah Fourth,41.62,799.166045784032
6511,05/14/2017,129928.94742703561,Completed,Building,Villa,Al Thanayah Fourth,254.22,511.088613905419
6512,05/25/2017,24054.896836415744,Completed,Unit,Flat,Al Warsan First,43.0,559.4162054980405
6515,07/16/2017,105929.51168989301,Completed,Unit,Flat,Burj Khalifa,120.5,879.0830845634275
6516,07/18/2017,101639.62907141638,Completed,Unit,Hotel Rooms,Palm Jumeirah,57.81,1758.1669100746649
6517,07/31/2017,134020.29861384374,Completed,Unit,Office,Business Bay,111.8,1198.7504348286561
6520,08/13/2017,90177.96553541863,Completed,Unit,Flat,Marsa Dubai,112.84,799.166656641427
6521,08/13/2017,87511.9720244415,Completed,Unit,Flat,Marsa Dubai,68.44,1278.6670371776956
6522,08/24/2017,29698.04512617957,Completed,Unit,Flat,Al Barsha South Fifth,46.78,634.8449150530049
6523,08/24/2017,89094.13537853872,Completed,Unit,Flat,Al Barsha South Fifth,141.05,631.6493114394804
6524,08/24/2017,556838.3461158669,Completed,Unit,Flat,Palm Jumeirah,412.8,1348.9301020248713
6525,08/28/2017,174687.83642316743,Completed,Unit,Flat,Marsa Dubai,174.87,998.9582914345939
6526,08/28/2017,261817.44611660938,Completed,Unit,Flat,Marsa Dubai,252.01,1038.9168926495354
6527,08/28/2017,192916.49652161647,Completed,Unit,Flat,Marsa Dubai,185.69,1038.9169934924685
6528,08/29/2017,71103.4308666632,Completed,Unit,Flat,Marsa Dubai,68.44,1038.9162896940854
6529,08/29/2017,110035.26642858735,Completed,Unit,Flat,Marsa Dubai,110.15,998.9583879127312
6530,08/29/2017,33379.63753535924,Completed,Unit,Flat,Nad Al Shiba,42.19,791.1741534809016
6532,09/20/2017,94407.18989672505,Completed,Unit,Flat,Marsa Dubai,84.38,1118.833727147725
6533,09/27/2017,153063.6503352167,Completed,Unit,Flat,Palm Jumeirah,147.36,1038.7055533063021
6534,09/28/2017,151195.94027723125,Completed,Unit,Flat,Marsa Dubai,157.66,959.000001758412
6538,08/22/2016,153571.8581324384,Completed,Unit,Flat,Al Thanyah Third,128.11,1198.749965907723
6539,08/29/2016,44288.99167712285,Completed,Unit,Flat,Wadi Al Safa 5,79.17,559.4163404966888
6540,08/30/2016,281466.5637134436,Completed,Unit,Flat,Al Jadaf,176.1,1598.3336951359659
6541,09/21/2016,113900.4670017596,Completed,Unit,Flat,Marsa Dubai,79.18,1438.5004673119424
6542,09/25/2016,123293.81018494458,Completed,Unit,Flat,Burj Khalifa,85.71,1438.4997104765441
6544,11/24/2016,32337.458886768778,Completed,Unit,Flat,Marsa Dubai,33.72,958.9993738662153
6545,11/29/2016,152305.23650780687,Completed,Unit,Flat,Burj Khalifa,146.6,1038.9170293847671
6546,12/15/2016,126216.69178626317,Completed,Unit,Flat,Burj Khalifa,66.51,1897.709995282862
6549,01/24/2017,193747.5963144726,Completed,Unit,Flat,Marsa Dubai,142.61,1358.5835236973046
6550,04/20/2017,48849.052261134915,Completed,Unit,Flat,Nadd Hessa,81.5,599.3748743697536
6556,05/15/2017,239622.16662088217,Completed,Unit,Office,Al Thanyah Fifth,149.92,1598.3335553687446
6557,05/16/2017,64645.21972841138,Completed,Unit,Flat,Al Barsha South Fourth,80.81,799.9655949562106
6559,02/21/2017,125511.51170474205,Completed,Unit,Flat,Marsa Dubai,120.81,1038.9165773093457
6562,03/22/2017,27115.72585734544,Completed,Unit,Flat,Me'Aisem First,33.93,799.1666919347315
6563,03/22/2017,82391.88055446249,Completed,Unit,Flat,Al Hebiah Fourth,137.28,600.1739550878679
6564,04/24/2017,121181.61097045787,Completed,Unit,Flat,Al Jadaf,101.09,1198.749737565119
6567,05/29/2017,91910.54948807995,Completed,Unit,Flat,Nadd Hessa,143.76,639.3332602120197
6571,07/13/2017,83975.97428149292,Completed,Unit,Office,Al Thanyah Fifth,95.44,879.8823793115353
6572,07/27/2017,49788.0302029119,Completed,Unit,Flat,Jabal Ali First,89.0,559.4160696956393
6574,08/15/2017,170763.75947553254,Completed,Building,Villa,Wadi Al Safa 6,232.52,734.4046081005184
6579,09/27/2017,200461.8046017121,Completed,Building,Villa,Al Thanayah Fourth,253.74,790.0283936380235
6586,07/17/2016,148490.22563089782,Completed,Building,Villa,Al Thanayah Fourth,236.98,626.5939135407959
6587,08/15/2016,55905.67900867925,Completed,Unit,Flat,Marsa Dubai,41.15,1358.5827219606138
6588,09/22/2016,107879.48533287797,Completed,Unit,Office,Al Thanyah First,134.99,799.166496280302
6589,09/27/2016,93382.60733987186,Completed,Unit,Flat,Me'Aisem First,123.0,759.2081897550557
6590,09/28/2016,44322.550468115434,Completed,Unit,Flat,Nad Al Shiba,79.23,559.4162623768198
6591,09/29/2016,215174.06766699583,Completed,Unit,Office,Al Hebiah First,174.94,1229.9878110609113
6594,10/20/2016,36234.213632887615,Completed,Unit,Flat,Al Barshaa South Third,45.34,799.1665997549098
6595,10/30/2016,221265.2852126009,Completed,Unit,Flat,Marsa Dubai,184.58,1198.7500553288594
6596,10/31/2016,163307.322795477,Completed,Unit,Flat,Burj Khalifa,157.19,1038.916742766569
6598,11/23/2016,144929.7270007202,Completed,Unit,Flat,Al Thanyah Fifth,151.0,959.7995165610608
6599,12/14/2016,212822.13098322804,Completed,Unit,Flat,Burj Khalifa,204.85,1038.9169196154653
6600,12/14/2016,212822.13098322804,Completed,Unit,Flat,Burj Khalifa,204.85,1038.9169196154653
6601,12/14/2016,132376.21483565844,Completed,Unit,Flat,Marsa Dubai,82.78,1599.132819952385
6603,03/15/2017,48645.24942645651,Completed,Unit,Flat,Al Thanyah Fifth,38.02,1279.4647403065887
6604,03/20/2017,89613.77692313404,Completed,Unit,Flat,Burj Khalifa,50.97,1758.1670967850507
6605,03/21/2017,101288.37544268649,Completed,Unit,Office,Business Bay,168.99,599.3749656351647
6606,03/26/2017,61919.38465650499,Completed,Unit,Flat,Dubai Investment Park First,96.85,639.332830733144
6607,03/29/2017,34659.84601563602,Completed,Unit,Flat,Al Hebiah Fourth,43.37,799.1663826524332
6608,03/30/2017,26821.492475257815,Completed,Unit,Flat,Al Warsan First,41.9,640.1310853283488
6610,01/25/2017,114773.1440577924,Completed,Unit,Flat,Palm Jumeirah,119.68,959.0002010176503
6614,03/20/2017,89775.18579839483,Completed,Unit,Flat,Al Barsha South Fourth,132.16,679.2916600968132
6615,03/20/2017,148490.22563089782,Completed,Building,Villa,Al Yelayiss 1,347.66,427.1133453112173
6616,04/27/2017,42210.2027634031,Completed,Unit,Flat,Al Warsan First,85.19,495.4830703533642
6618,05/24/2017,131144.04294337326,Completed,Unit,Flat,Marsa Dubai,96.53,1358.5832688632888
6619,06/29/2017,740683.8717341431,Completed,Unit,Office,Burj Khalifa,926.82,799.1669059085292
6621,07/13/2017,117379.74147851717,Completed,Unit,Flat,Marsa Dubai,50.63,2318.383201234785
6622,07/17/2017,109191.76770189102,Completed,Unit,Flat,Marsa Dubai,113.86,959.0002432978308
6624,08/22/2017,180905.79037634848,Completed,Unit,Flat,Al Thanyah Third,188.64,959.0001610281408
6625,09/14/2017,194374.96751776314,Completed,Unit,Flat,Palm Jumeirah,173.73,1118.8336356286372
6626,09/20/2017,55406.232134769736,Completed,Unit,Office,Business Bay,69.33,799.166769576947
6627,09/20/2017,286009.0282057184,Completed,Unit,Flat,Palm Jumeirah,210.52,1358.5836414864068
6628,09/24/2017,316977.5557023959,Completed,Unit,Flat,Palm Jumeirah,172.45,1838.0838254705475
6635,10/23/2017,44697.33979760783,Completed,Unit,Office,Al Barsha South Fourth,79.9,559.4160174919627
6641,08/15/2016,44403.25490574583,Completed,Unit,Flat,Marsa Dubai,42.74,1038.9156505789852
6642,08/21/2016,200671.7697807542,Completed,Unit,Flat,Marsa Dubai,179.23,1119.6327053548748
6643,08/22/2016,83305.09544209253,Completed,Unit,Office,Al Thanyah Fifth,104.24,799.166303166659
6644,09/22/2016,145072.72308800273,Completed,Unit,Office,Al Thanyah First,181.53,799.1666561339874
6645,09/27/2016,208486.66186548272,Completed,Unit,Flat,Burj Khalifa,130.44,1598.3338076163961
6646,09/28/2016,44322.550468115434,Completed,Unit,Flat,Nad Al Shiba,79.23,559.4162623768198
6647,09/29/2016,50483.70690999265,Completed,Unit,Flat,Al Thanyah Third,63.17,799.1721847394753
6649,10/17/2016,106775.08927974816,Completed,Unit,Flat,Marsa Dubai,111.34,959.0002629760029
6651,11/15/2016,94106.64568004812,Completed,Unit,Office,Burj Khalifa,98.13,958.9997521659852
6652,11/17/2016,31480.744529991312,Completed,Unit,Flat,Al Safouh First,42.31,744.0497407230279
6653,11/24/2016,169460.31227494453,Completed,Unit,Flat,Burj Khalifa,141.27,1199.5491772842395
6655,12/14/2016,96667.21113082732,Completed,Unit,Flat,Business Bay,86.4,1118.833462162353
6656,12/14/2016,82611.86882373468,Completed,Unit,Office,Nad Al Shiba,137.83,599.3750912263997
6657,12/27/2016,77115.72585734543,Completed,Unit,Flat,Al Thanyah Third,74.17,1039.715867026364
6659,02/21/2017,46377.209720170176,Completed,Unit,Flat,Al Thanyah Fifth,44.64,1038.9159883550667
6660,03/15/2017,69059.98262664361,Completed,Unit,Flat,Marsa Dubai,41.15,1678.2498815709262
6662,05/18/2017,44184.306068053076,Completed,Unit,Flat,Al Warsan First,69.11,639.3330352778625
6663,02/16/2017,107910.07431935794,Completed,Unit,Flat,Wadi Al Safa 3,173.13,623.2892873526133
6665,03/23/2017,80421.71224079175,Completed,Unit,Flat,Al Thanyah Fifth,89.85,895.0663577161018
6666,04/19/2017,103239.53700747648,Completed,Unit,Flat,Al Thanyah Fifth,117.44,879.0832510854605
6667,05/30/2017,54591.09504116892,Completed,Unit,Office,Al Thanyah Fifth,68.31,799.1669600522459
6669,07/16/2017,135974.2072478079,Completed,Unit,Flat,Burj Khalifa,113.43,1198.7499536966225
6670,07/24/2017,89921.44867064126,Completed,Unit,Office,Burj Khalifa,102.29,879.0834751260265
6671,08/30/2017,31811.580752696955,Completed,Unit,Flat,Al Hebiah Fourth,30.62,1038.9151127595348
6673,09/17/2017,27470.691741716102,Completed,Unit,Flat,Al Barsha South Fifth,43.36,633.5491637849655
6674,09/18/2017,1013008.0407457179,Completed,Unit,Flat,Al Jadaf,633.79,1598.3338972620552
6675,09/18/2017,960039.2756646794,Completed,Unit,Flat,Al Jadaf,600.65,1598.3339310158651
6676,09/20/2017,356376.5415141549,Completed,Building,Villa,Dubai Investment Park First,969.39,367.62968620901273
6683,10/15/2017,41973.43509863463,Completed,Unit,Flat,Al Hebiah Fifth,61.79,679.2917154658461
6684,10/15/2017,35620.4292852423,Completed,Unit,Flat,Wadi Al Safa 3,40.52,879.0826575824851
6685,10/15/2017,57456.88215073243,Completed,Unit,Flat,Nad Al Shiba,89.87,639.3332830837035
6686,10/18/2017,89570.56626747544,Completed,Unit,Flat,Marsa Dubai,74.72,1198.7495485475836
6687,10/19/2017,150842.75627556816,Completed,Unit,Office,Al Thanyah Fifth,75.5,1997.9173016631544
6688,07/17/2016,129928.94742703561,Completed,Building,Villa,Al Thanayah Fourth,259.83,500.05367904797606
6689,07/17/2016,129928.94742703561,Completed,Building,Villa,Al Thanayah Fourth,239.0,543.635763293036
6694,08/15/2016,55905.67900867925,Completed,Unit,Flat,Marsa Dubai,41.15,1358.5827219606138
6695,08/21/2016,129928.50195635873,Completed,Unit,Flat,Marsa Dubai,81.29,1598.3331523724778
6697,09/22/2016,49631.44725998412,Completed,Unit,Flat,Al Hebiah Fourth,77.63,639.3333409762221
6698,09/27/2016,141500.49373000022,Completed,Unit,Flat,Marsa Dubai,136.2,1038.9169877386214
6701,10/19/2016,253967.2133581807,Completed,Unit,Flat,Marsa Dubai,211.86,1198.7501810543788
6702,10/30/2016,28485.845169241737,Completed,Unit,Flat,Al Warsan First,44.5,640.1313521177918
6706,11/14/2016,113727.8471144637,Completed,Unit,Flat,Marsa Dubai,118.59,959.0003129645307
6707,11/23/2016,399454.6696463705,Completed,Unit,Flat,Marsa Dubai,293.85,1359.3829152505377
6708,11/30/2016,206808.4253354023,Completed,Unit,Flat,Marsa Dubai,172.52,1198.7504366763408
6709,11/30/2016,107287.30631306196,Completed,Unit,Flat,Al Thanyah Third,78.97,1358.5830861474226
6710,12/15/2016,57539.96243197292,Completed,Unit,Flat,Jabal Ali,90.0,639.3329159108102
6716,01/22/2017,98823.36345210078,Completed,Unit,Flat,Burj Khalifa,72.74,1358.5834953546987
6717,01/31/2017,59768.87496380551,Completed,Unit,Office,Business Bay,57.53,1038.9166515523293
6721,02/21/2017,197383.82495972206,Completed,Unit,Flat,Palm Jumeirah,189.99,1038.9169164678249
6724,01/25/2017,127326.4334875157,Completed,Unit,Flat,Marsa Dubai,144.84,879.0833574117349
6725,02/19/2017,82099.94877087216,Completed,Unit,Flat,Al Thanyah Fifth,85.61,958.999518407571
6726,05/14/2017,129928.94742703561,Completed,Building,Villa,Al Thanayah Fourth,239.0,543.635763293036
6728,07/16/2017,38040.30024723623,Completed,Unit,Flat,Al Warsan First,68.0,559.4161801064151
6729,07/19/2017,69573.01635619836,Completed,Unit,Flat,Al Barsha South Fourth,102.42,679.2913137687792
6730,07/19/2017,69559.42950055313,Completed,Unit,Flat,Al Barsha South Fourth,102.4,679.2913037163391
6731,07/19/2017,61849.07453466876,Completed,Unit,Flat,Burj Khalifa,55.28,1118.8327520743264
6732,07/25/2017,170763.75947553254,Completed,Building,Villa,Wadi Al Safa 6,199.84,854.5023992971004
6737,09/14/2017,222735.33844634678,Completed,Building,Villa,Al Thanayah Fourth,359.77,619.1048126479328
6738,09/20/2017,127194.57416715546,Completed,Unit,Flat,Marsa Dubai,122.43,1038.9167211235438
6739,09/20/2017,186242.6033306358,Completed,Unit,Flat,Marsa Dubai,211.86,879.0833726547521
6740,09/27/2017,44749.31137657864,Completed,Unit,Flat,Al Barsha South Fourth,74.66,599.3746501015088
6744,10/23/2017,135897.51204626955,Completed,Unit,Flat,Al Thanyah Fifth,154.59,879.0834597727508
6745,10/24/2017,123950.73094313567,Completed,Unit,Flat,Al Thanyah Fifth,155.1,799.1665437984248
6746,08/15/2016,49292.592565094405,Completed,Unit,Flat,Al Thanyah Fifth,38.55,1278.6664738027084
6747,08/21/2016,92262.32283259954,Completed,Unit,Flat,Dubai Investment Park Second,143.67,642.1822428662877
6748,08/22/2016,54718.94512543712,Completed,Unit,Office,Al Thanyah Fifth,68.47,799.1667171817894
6749,08/23/2016,165043.91598423035,Completed,Unit,Hotel Apartment,Burj Khalifa,68.84,2397.500232193933
6750,08/23/2016,160560.62484686944,Completed,Unit,Flat,Marsa Dubai,133.94,1198.750372158201
6751,09/22/2016,35842.57066278613,Completed,Unit,Flat,Al Warsan First,69.0,519.4575458374801
6752,09/22/2016,39453.25898922703,Completed,Unit,Flat,Al Thanyah Fifth,61.71,639.3333169539302
6753,09/22/2016,80242.70727379371,Completed,Unit,Office,Al Thanyah First,125.51,639.333178820761
6754,09/26/2016,217002.57630541472,Completed,Building,Villa,Al Hebiah First,905.12,239.75006220767935
6760,10/16/2016,155585.75681755747,Completed,Unit,Flat,Al Thanyah Third,129.79,1198.7499562181792
6762,11/13/2016,73153.41267661056,Completed,Unit,Office,Al Thanyah Fifth,83.14,879.8822790066221
6763,11/15/2016,83461.75263013312,Completed,Unit,Office,Burj Khalifa,87.03,958.9998004151801
6764,11/23/2016,77874.73364565778,Completed,Unit,Flat,Al Thanyah Fifth,74.9,1039.7160700354843
6765,11/23/2016,78230.44198115659,Completed,Unit,Flat,Al Thanyah Fifth,75.3,1038.9168921800344
6769,12/14/2016,73297.52244058535,Completed,Unit,Office,Nad Al Shiba,122.29,599.3746213147874
6770,12/22/2016,164502.0751509032,Completed,Unit,Office,Business Bay,158.34,1038.9167307749349
6773,01/16/2017,117213.80365137465,Completed,Unit,Office,Trade Center First,97.78,1198.750293018763
6774,01/25/2017,131970.39104900922,Completed,Unit,Flat,Marsa Dubai,110.34,1196.0339953689434
6776,02/28/2017,39798.498763818876,Completed,Unit,Flat,Al Warsan First,62.25,639.333313475002
6782,06/20/2017,185314.7621557811,Completed,Unit,Flat,Marsa Dubai,154.59,1198.749997773343
6784,07/13/2017,161740.00846394288,Completed,Unit,Flat,Palm Jumeirah,183.82,879.8825397886133
6788,08/20/2017,45650.79553638383,Completed,Unit,Office,Al Thanyah Fifth,51.93,879.083295520582
6789,09/18/2017,998370.7652443778,Completed,Unit,Flat,Al Jadaf,624.32,1599.1330811833318
6790,09/18/2017,868730.0373452917,Completed,Unit,Flat,Al Jadaf,438.21,1982.4514213397497
6791,09/20/2017,127194.57416715546,Completed,Unit,Flat,Marsa Dubai,122.43,1038.9167211235438
6796,10/15/2017,56206.965676484346,Completed,Unit,Flat,Wadi Al Safa 5,117.22,479.4997924968806
6797,10/18/2017,47366.60009354885,Completed,Unit,Office,Al Thanyah Fifth,59.27,799.166527645501
6798,10/23/2017,90497.66499120195,Completed,Unit,Flat,Marsa Dubai,56.62,1598.333892462062
6799,10/25/2017,85396.58027010372,Completed,Unit,Flat,Business Bay,94.82,900.6178050000393
6800,10/25/2017,54058.83182739496,Completed,Unit,Flat,Business Bay,59.43,909.6219388759038
6801,10/25/2017,27571.21962446822,Completed,Unit,Flat,Jabal Ali,46.0,599.3743396623526
6804,07/13/2016,142478.67309134375,Completed,Unit,Flat,Al Thanyah Fifth,148.57,959.0002900406795
6807,08/24/2016,184818.50782172265,Completed,Unit,Flat,Burj Khalifa,128.48,1438.500216545164
6808,09/22/2016,80479.25220322372,Completed,Unit,Office,Al Thanyah First,125.88,639.3331125136933
6809,09/22/2016,67975.63275397397,Completed,Unit,Office,Al Thanyah Fifth,106.19,640.1321476031073
6812,10/18/2016,118724.17198137933,Completed,Unit,Flat,Burj Khalifa,74.28,1598.332956130578
6813,10/18/2016,669487.7087215735,Completed,Unit,Flat,Marsa Dubai,698.11,959.000313305315
6815,11/21/2016,242786.8645546407,Completed,Unit,Flat,Burj Khalifa,151.9,1598.333538871894
6816,11/24/2016,56863.886434675434,Completed,Unit,Office,Al Thanyah Fifth,79.06,719.2497651742402
6817,11/24/2016,53680.033261810546,Completed,Unit,Office,Al Thanyah First,67.17,799.166789665186
6818,12/14/2016,244027.2034093356,Completed,Unit,Flat,Rega Al Buteen,254.46,959.0002491917613
6819,12/14/2016,69043.20323114732,Completed,Unit,Flat,Al Thanyah Fifth,61.71,1118.8333046693779
6820,12/14/2016,148429.71586395326,Completed,Unit,Flat,Burj Khalifa,132.57,1119.6327665682527
6821,12/20/2016,103943.1579416285,Completed,Unit,Flat,Burj Khalifa,71.81,1447.4746963045327
6822,12/28/2016,134550.92843513575,Completed,Unit,Flat,Marsa Dubai,120.26,1118.8335974982183
6826,01/16/2017,85692.29855444767,Completed,Unit,Flat,Al Thanyah Fifth,107.12,799.9654458032829
6827,01/26/2017,44288.99167712285,Completed,Unit,Flat,Wadi Al Safa 5,79.17,559.4163404966888
6828,02/20/2017,327517.7631432411,Completed,Unit,Flat,Burj Khalifa,170.76,1918.0004869011545
6829,03/14/2017,76627.63848569668,Completed,Unit,Flat,Marsa Dubai,68.44,1119.632356599893
6830,01/22/2017,32606.00345982226,Completed,Unit,Flat,Jabal Ali,51.0,639.3334011729854
6831,01/25/2017,228703.97731069353,Completed,Unit,Flat,Rega Al Buteen,168.34,1358.5836836800138
6832,02/16/2017,81073.88131176266,Completed,Unit,Flat,Burj Khalifa,84.54,959.000252090876
6833,02/19/2017,94899.43499469147,Completed,Unit,Flat,Marsa Dubai,84.82,1118.833235023479
6835,04/20/2017,44989.048845859725,Completed,Unit,Flat,Nadd Hessa,75.06,599.3744850234442
6836,04/24/2017,70865.32678986406,Completed,Unit,Office,Nad Al Shiba,147.79,479.50014743801387
6838,07/16/2017,145097.52095568308,Completed,Unit,Flat,Marsa Dubai,120.96,1199.5496110754223
6839,07/26/2017,80543.17724535783,Completed,Unit,Office,Al Thanyah Fifth,125.98,639.3330468753599
6840,07/30/2017,52025.703658056715,Completed,Unit,Flat,Jabal Ali,93.0,559.4161683662012
6843,08/15/2017,157755.4959944762,Completed,Unit,Flat,Marsa Dubai,131.6,1198.749969562889
6844,08/17/2017,201913.51929259257,Completed,Unit,Flat,Burj Khalifa,194.35,1038.917001762761
6845,08/30/2017,131551.64861273006,Completed,Unit,Flat,Burj Khalifa,71.57,1838.0836749019152
6848,09/14/2017,37122.556407724456,Completed,Unit,Flat,Al Warsan First,71.0,522.8529071510487
6849,09/17/2017,49532.33003437549,Completed,Unit,Office,Al Thanyah Fifth,61.98,799.166344536552
6853,10/17/2017,58391.92510153019,Completed,Unit,Flat,Nadd Hessa,104.38,559.4167953777562
6854,10/24/2017,88647.55102495379,Completed,Unit,Flat,Marsa Dubai,73.95,1198.7498448269612
6855,10/24/2017,131089.69552079236,Completed,Unit,Flat,Marsa Dubai,96.49,1358.5832264565486
6856,10/24/2017,81461.4408006593,Completed,Unit,Flat,Marsa Dubai,78.41,1038.9164749478293
6857,07/19/2016,28769.98121598646,Completed,Unit,Flat,Al Warsan First,45.0,639.3329159108102
6858,07/31/2016,460284.21029185754,Completed,Unit,Flat,Trade Center Second,383.97,1198.750450013953
6861,08/18/2016,222735.33844634678,Completed,Building,Villa,Al Barsha South Fourth,166.66,1336.4654892976525
6862,09/19/2016,55069.60479326449,Completed,Unit,Flat,Marsa Dubai,68.84,799.9652061775782
6863,09/19/2016,46532.23351572883,Completed,Unit,Flat,Wadi Al Safa 2,83.18,559.4161278640157
6864,09/29/2016,294839.8161691007,Completed,Unit,Flat,Trade Center Second,217.02,1358.5836151926121
6866,10/13/2016,31934.67914974497,Completed,Unit,Flat,Nadd Hessa,39.96,799.1661448885128
6867,10/20/2016,39854.40533376891,Completed,Unit,Flat,Al Barshaa South Third,49.87,799.1659381144759
6868,11/24/2016,88859.29808670345,Completed,Unit,Flat,Marsa Dubai,100.99,879.8821476057377
6870,12/19/2016,185612.7820386223,Completed,Building,Villa,Al Thanayah Fourth,212.5,873.4719154758697
6871,01/25/2017,83227.58354431321,Completed,Unit,Flat,Marsa Dubai,80.11,1038.9162844128475
6872,01/29/2017,94079.47196875766,Completed,Unit,Office,Business Bay,107.02,879.083086981477
6873,01/23/2017,160133.86393840626,Completed,Unit,Flat,Marsa Dubai,166.98,959.0002631357424
6874,01/23/2017,83331.52670225484,Completed,Unit,Flat,Business Bay,80.21,1038.916926845217
6875,02/28/2017,84775.5941465153,Completed,Unit,Flat,Marsa Dubai,70.72,1198.7499172301373
6878,03/13/2017,1045943.3212808768,Completed,Unit,Flat,Al Jadaf,1090.66,959.0003495872927
6879,04/24/2017,36173.481130604574,Completed,Unit,Flat,Al Warsan First,69.0,524.2533497189069
6881,06/19/2017,48426.67181432782,Completed,Unit,Flat,Al Barsha South Fourth,71.29,679.2912303875412
6882,06/19/2017,167612.64839741922,Completed,Unit,Flat,Palm Jumeirah,161.21,1039.716198730967
6883,06/22/2017,95222.32699032588,Completed,Unit,Office,Al Thanyah Fifth,108.32,879.0835209594339
6885,07/16/2017,66545.00367513309,Completed,Unit,Office,Al Thanyah First,69.39,958.9999088504553
6886,07/19/2017,118976.75385517749,Completed,Unit,Flat,Palm Jumeirah,106.41,1118.0974894763415
6887,07/24/2017,76827.87755495995,Completed,Unit,Office,Burj Khalifa,73.95,1038.9165321833664
6888,07/26/2017,101749.88306394732,Completed,Unit,Office,Al Thanyah Fifth,106.1,958.9998403765063
6891,08/14/2017,67671.82175233316,Completed,Unit,Office,Burj Khalifa,76.98,879.0831612410126
6892,08/17/2017,253208.7995307709,Completed,Building,Villa,Al Hebiah First,905.26,279.7083705573768
6893,08/20/2017,115895.13620265946,Completed,Unit,Office,Al Thanyah Fifth,72.51,1598.3331430514336
