,instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area,worth_per_sqft
13142,11/14/2019,81915.37542041295,Completed,Unit,Office,Al Thanyah Fifth,146.43,559.416618318739
13144,01/21/2020,362454.1722041147,Completed,Unit,Flat,Al Jadaf,377.95,959.0003233340777
13149,01/20/2019,80081.29839853292,Completed,Unit,Flat,Marsa Dubai,111.34,719.250030523917
13152,04/14/2019,61230.167274239175,Completed,Unit,Office,Al Thanyah First,80.65,759.2085216892643
13153,04/25/2019,44288.99167712285,Completed,Unit,Flat,Wadi Al Safa 5,79.17,559.4163404966888
13159,10/14/2019,51766.810949669234,Completed,Unit,Office,Burj Khalifa,80.97,639.333221559457
13160,01/13/2020,207886.315883257,Completed,Building,Villa,Al Thanayah Fourth,356.5,583.1313208506507
13161,01/31/2019,36741.233508304314,Completed,Unit,Flat,Al Hebiah Fourth,70.73,519.4575640930908
13165,02/28/2019,131766.58821433078,Completed,Unit,Office,Al Thanyah First,137.4,958.9999142236592
13166,03/28/2019,118792.18050471829,Completed,Unit,Flat,Burj Khalifa,101.45,1170.9431296670111
13167,04/24/2019,147745.99262003577,Completed,Unit,Hotel Apartment,Burj Khalifa,73.95,1997.9174120356427
13168,04/24/2019,147745.99262003577,Completed,Unit,Hotel Apartment,Burj Khalifa,73.95,1997.9174120356427
13169,04/25/2019,168362.07856617842,Completed,Unit,Flat,Al Thanyah Third,191.52,879.0835347022683
13170,04/25/2019,43427.5256331252,Completed,Unit,Flat,Al Hebiah Fourth,77.63,559.4167929038414
13172,06/13/2019,257175.1219475978,Completed,Unit,Flat,Jumeirah First,178.78,1438.5005143058384
13173,09/29/2019,107563.86935829949,Completed,Unit,Flat,Marsa Dubai,149.55,719.2502130277464
13174,10/22/2019,252592.6393395155,Completed,Unit,Flat,Dubai Investment Park Second,316.17,798.9139998719534
13175,10/22/2019,88227.6206668696,Completed,Unit,Office,Business Bay,116.21,759.2085075885861
13176,10/24/2019,504496.50676744204,Completed,Unit,Flat,Burj Khalifa,701.42,719.2502448852928
13178,12/24/2019,74245.11281544891,Completed,Unit,Flat,Al Thanyah First,110.07,674.5263270232481
13179,01/27/2020,66190.18628098805,Completed,Unit,Flat,Wadi Al Safa 3,137.22,482.3654444030612
13180,01/20/2019,85278.30780538871,Completed,Unit,Office,Al Thanyah Fifth,125.54,679.2919213429083
13181,01/31/2019,51390.388227694915,Completed,Unit,Flat,Al Barshaa South Third,85.74,599.374716908035
13183,03/17/2019,290295.7925294568,Completed,Unit,Flat,Palm Jumeirah,227.03,1278.6671035962506
13186,07/28/2019,16334.964250978179,Completed,Unit,Office,Business Bay,29.2,559.4165839376088
13187,07/28/2019,16334.964250978179,Completed,Unit,Office,Business Bay,29.2,559.4165839376088
13188,07/28/2019,22852.12600880547,Completed,Unit,Office,Business Bay,40.85,559.4155693710029
13189,07/28/2019,19143.211398109717,Completed,Unit,Office,Business Bay,34.22,559.4158795473325
13191,08/15/2019,57034.94717460223,Completed,Unit,Flat,Al Thanyah Fifth,89.21,639.3335632171531
13192,12/18/2019,161435.67774651235,Completed,Unit,Flat,Burj Khalifa,134.67,1198.7501132138736
13193,12/19/2019,94442.30783508676,Completed,Unit,Flat,Burj Khalifa,98.48,958.9998764732611
13194,12/29/2019,365896.99233047984,Completed,Unit,Office,Burj Khalifa,572.31,639.3335645550137
13195,01/21/2020,112733.63080875202,Completed,Unit,Flat,Marsa Dubai,176.33,639.3332434001702
13196,01/21/2020,109201.34532144421,Completed,Unit,Flat,Al Hebiah Fourth,227.74,479.500067276035
13197,01/27/2020,81208.11647573298,Completed,Unit,Flat,Wadi Al Safa 3,167.9,483.6695442271172
13198,01/27/2020,42776.17325839527,Completed,Unit,Flat,Wadi Al Safa 3,88.42,483.7839092783903
13199,02/13/2020,76633.65233983473,Completed,Unit,Hotel Apartment,Business Bay,79.91,958.9995287177417
13201,06/23/2019,144329.5295087201,Completed,Unit,Flat,Al Thanyah Third,150.5,959.0001960712299
13202,06/26/2019,289106.6085574917,Completed,Unit,Office,Burj Khalifa,258.4,1118.8336244484974
13203,06/27/2019,133641.20306780806,Completed,Building,Villa,Al Thanayah Fourth,325.22,410.9255367683662
13205,07/28/2019,115792.08398607162,Completed,Unit,Flat,Al Thanyah Fifth,160.99,719.2501645199802
13206,07/28/2019,50347.4671279763,Completed,Unit,Flat,Jabal Ali,90.0,559.4163014219589
13207,07/28/2019,20502.565168647776,Completed,Unit,Office,Business Bay,36.65,559.4151478485069
13208,02/24/2019,52332.63295443577,Completed,Unit,Flat,Al Hebiah Fourth,109.14,479.50002707014636
13213,07/17/2019,94198.56112971365,Completed,Unit,Flat,Burj Khalifa,90.67,1038.9165228820298
13214,07/28/2019,21179.457862186224,Completed,Unit,Office,Business Bay,37.86,559.4151574798263
13215,07/28/2019,21173.889478725065,Completed,Unit,Office,Business Bay,37.85,559.415838275431
13216,07/21/2019,36039.17172152143,Completed,Unit,Flat,Business Bay,59.43,606.4137930594217
13217,07/21/2019,26060.777049350727,Completed,Unit,Flat,Business Bay,46.54,559.9651278330625
13218,07/28/2019,22410.219097327918,Completed,Unit,Office,Business Bay,40.06,559.4163529038422
13219,07/28/2019,27327.472919095104,Completed,Unit,Office,Business Bay,48.85,559.4160270029704
13224,08/19/2019,132147.8368686381,Completed,Unit,Flat,Al Thanyah Fifth,183.73,719.2501870605678
13225,01/15/2019,96336.37490812168,Completed,Unit,Flat,Marsa Dubai,133.94,719.2502232949207
13226,01/20/2019,104101.81974771511,Completed,Unit,Flat,Me'Aisem First,186.09,559.4165175329954
13227,01/29/2019,203447.1263429085,Completed,Unit,Flat,Rega Al Buteen,424.29,479.50016814657073
13231,03/24/2019,1397615.0984861422,Completed,Unit,Flat,Marsa Dubai,874.42,1598.3338652891543
13234,04/14/2019,54761.71031041882,Completed,Unit,Office,Al Thanyah First,72.13,759.2085167117541
13235,04/14/2019,73020.66241489655,Completed,Unit,Office,Al Thanyah First,96.18,759.2083844343579
13236,04/14/2019,51535.0177074594,Completed,Unit,Office,Al Thanyah First,67.88,759.2076857315764
13237,04/21/2019,54841.59805180824,Completed,Unit,Flat,Dubai Investment Park First,124.77,439.54154084962926
13238,05/23/2019,220104.90834440824,Completed,Unit,Flat,Marsa Dubai,211.86,1038.9167768545653
13239,05/27/2019,23495.459911351336,Completed,Unit,Flat,Al Hebiah Fourth,42.0,559.4157121750318
13240,06/13/2019,247796.0338260734,Completed,Unit,Flat,Jumeirah First,172.26,1438.5001383146025
13242,08/22/2019,75247.9415542472,Completed,Unit,Office,Al Thanyah Fifth,156.93,479.5000417654189
13243,08/22/2019,53116.5871006541,Completed,Unit,Office,Dubai Investment Park First,94.95,559.4163991643402
13244,08/29/2019,60551.26996265471,Completed,Unit,Office,Burj Khalifa,94.71,639.3334385244929
13252,01/14/2019,146814.95890533007,Completed,Unit,Flat,Al Thanyah Fifth,183.71,799.1669419483428
13253,01/23/2019,102312.51252886279,Completed,Unit,Flat,Burj Khalifa,98.48,1038.9166584977943
13254,02/13/2019,157224.86617318416,Completed,Unit,Office,Al Thanyah Fifth,245.92,639.3333855448283
13255,02/19/2019,77139.5585385592,Completed,Unit,Office,Burj Khalifa,107.25,719.2499630634891
13256,02/26/2019,95900.03638010527,Completed,Unit,Office,Al Thanyah Fifth,75.0,1278.667151734737
13257,03/28/2019,66820.60153390403,Completed,Unit,Flat,Burj Khalifa,90.49,738.4307827815674
13260,05/23/2019,127194.57416715546,Completed,Unit,Flat,Marsa Dubai,122.43,1038.9167211235438
13261,08/18/2019,60444.950961102986,Completed,Unit,Flat,Wadi Al Safa 2,108.05,559.4164827496805
13262,08/20/2019,58884.17019949662,Completed,Unit,Flat,Nad Al Shiba,105.26,559.4163993871995
13263,08/22/2019,56465.932629984636,Completed,Unit,Office,Al Thanyah Fifth,117.76,479.50010725190754
13264,08/22/2019,75348.61792722494,Completed,Unit,Office,Al Thanyah Fifth,157.14,479.4999231718528
13265,08/22/2019,56130.270474945995,Completed,Unit,Office,Al Thanyah Fifth,117.06,479.5000040572868
13266,08/22/2019,53205.31001046856,Completed,Unit,Office,Al Thanyah Fifth,110.96,479.49990997177866
13267,08/22/2019,53205.31001046856,Completed,Unit,Office,Al Thanyah Fifth,110.96,479.49990997177866
13268,08/22/2019,71237.74027574634,Completed,Unit,Flat,Marsa Dubai,89.14,799.1669315206007
13269,08/22/2019,50026.20852482386,Completed,Unit,Flat,Al Hebiah Fourth,104.33,479.4997462362107
13270,08/22/2019,43298.85885261603,Completed,Unit,Flat,Al Hebiah Fourth,90.3,479.500098035615
13271,08/22/2019,93107.67768711626,Completed,Unit,Flat,Dubai Investment Park First,179.24,519.4581437576225
13272,08/22/2019,37108.449836289525,Completed,Unit,Flat,Al Hebiah Fourth,77.39,479.4992871984691
13273,08/22/2019,38220.93860671622,Completed,Unit,Flat,Al Hebiah Fourth,79.71,479.49991979320316
13274,08/22/2019,35813.837804126546,Completed,Unit,Flat,Al Hebiah Fourth,74.69,479.49976977007026
13275,08/22/2019,50026.20852482386,Completed,Unit,Flat,Al Hebiah Fourth,104.33,479.4997462362107
13276,08/27/2019,113357.8094721915,Completed,Unit,Flat,Marsa Dubai,128.95,879.0834391019116
13277,08/27/2019,29201.493811669847,Completed,Unit,Office,Business Bay,36.54,799.165128945535
13278,08/27/2019,26606.25589320583,Completed,Unit,Office,Business Bay,44.39,599.374991962285
13279,08/27/2019,39019.29630482073,Completed,Unit,Office,Business Bay,65.1,599.374751226125
13280,08/27/2019,57336.23384240733,Completed,Unit,Office,Business Bay,95.66,599.3752231069134
13281,08/29/2019,195099.0058579394,Completed,Unit,Office,Burj Khalifa,305.16,639.3334836084001
13282,02/24/2019,59112.77090185539,Completed,Unit,Flat,Me'Aisem First,123.28,479.5000884316628
13285,05/23/2019,130321.70407382934,Completed,Unit,Flat,Marsa Dubai,125.44,1038.9166459967264
13286,06/13/2019,300692.7069025681,Completed,Unit,Flat,Al Jadaf,207.91,1446.2638011763172
13289,07/28/2019,21280.20848027679,Completed,Unit,Office,Business Bay,38.04,559.416626716004
13296,09/15/2019,160216.94421964674,Completed,Unit,Flat,Marsa Dubai,200.48,799.1667209679108
13297,09/15/2019,193217.78318942158,Completed,Unit,Office,Al Thanyah Fifth,185.98,1038.9169974697365
13298,09/16/2019,75521.23781452085,Completed,Unit,Flat,Marsa Dubai,94.5,799.1665377197974
13299,09/17/2019,74303.32098389624,Completed,Unit,Flat,Business Bay,77.48,959.0000126987123
13300,09/17/2019,251715.2105962625,Completed,Unit,Hotel Apartment,Burj Khalifa,224.98,1118.8337212030515
13301,01/15/2019,155914.73691244275,Completed,Unit,Flat,Burj Khalifa,130.14,1198.0539181838233
13302,01/30/2019,148490.22563089782,Completed,Building,Villa,Wadi Al Safa 6,422.42,351.5227158536476
13303,02/13/2019,570733.021998827,Completed,Unit,Flat,Marsa Dubai,714.16,799.1668841699717
13304,02/26/2019,44775.668391628125,Completed,Unit,Office,Al Thanyah Fifth,80.04,559.4161468219405
13306,04/25/2019,89553.78687197916,Completed,Unit,Flat,Al Thanyah Third,124.51,719.2497540115586
13307,05/15/2019,301840.536346695,Completed,Unit,Flat,Jumeirah First,209.83,1438.5003876790495
13308,06/13/2019,274706.91741716105,Completed,Building,Villa,Wadi Al Safa 6,336.34,816.7536344685767
13309,07/31/2019,283672.23752496496,Completed,Unit,Flat,Burj Khalifa,221.85,1278.666835812328
13318,02/21/2019,222735.33844634678,Completed,Building,Villa,Dubai Investment Park First,374.7,594.4364516849394
13319,03/17/2019,262382.2286897965,Completed,Unit,Flat,Marsa Dubai,218.88,1198.7492173327691
13320,03/17/2019,88336.83522782114,Completed,Unit,Flat,Al Thanyah Fifth,122.82,719.2381959601136
13322,04/22/2019,185612.7820386223,Completed,Building,Villa,Wadi Al Safa 6,411.62,450.9323697551681
13323,04/25/2019,44288.99167712285,Completed,Unit,Flat,Wadi Al Safa 5,79.17,559.4163404966888
13324,05/19/2019,81014.70795684874,Completed,Unit,Office,Al Thanyah Fifth,72.41,1118.8331439973588
13325,08/29/2019,73591.23610688327,Completed,Unit,Flat,Al Barsha South Fourth,131.55,559.4164660348405
13327,09/23/2019,240069.71616093372,Completed,Unit,Flat,Al Jadaf,187.75,1278.6669302846003
13328,09/29/2019,482593.233300418,Completed,Building,Villa,Marsa Dubai,460.93,1046.998965787469
13329,09/29/2019,66113.41683433688,Completed,Unit,Flat,Marsa Dubai,91.92,719.2495303996615
13330,01/14/2019,245048.5191812249,Completed,Unit,Flat,Palm Jumeirah,204.42,1198.750216129659
13331,01/22/2019,200872.15734024308,Completed,Unit,Flat,Al Kheeran,209.46,959.000082785463
13334,02/28/2019,356376.5415141549,Completed,Building,Villa,Dubai Investment Park First,750.0,475.16872201887315
13335,03/27/2019,59396.09025235914,Completed,Unit,Flat,Dubai Investment Park First,124.77,476.04464416413515
13336,04/16/2019,353103.89118636266,Completed,Unit,Flat,Burj Khalifa,184.1,1918.0004953088683
13340,05/26/2019,147367.11980933856,Completed,Unit,Flat,Nadd Hessa,263.43,559.4166184919658
13344,07/14/2019,120597.45042282592,Completed,Unit,Flat,Burj Khalifa,116.08,1038.9166990250337
13345,07/14/2019,103306.65458946164,Completed,Unit,Flat,Burj Khalifa,76.04,1358.5830429966022
13346,07/25/2019,71709.19674212446,Completed,Unit,Office,Al Thanyah First,99.7,719.2497165709575
13349,09/16/2019,95164.7870278939,Completed,Unit,Flat,Burj Khalifa,91.6,1038.9168889508067
13350,09/23/2019,142037.5086309944,Completed,Unit,Flat,Al Thanyah Fifth,197.48,719.2500943437026
13353,03/17/2019,522228.3928160429,Completed,Unit,Office,Burj Khalifa,297.03,1758.1671643135135
13356,04/25/2019,148126.35033298936,Completed,Unit,Flat,Burj Khalifa,109.03,1358.5834204621606
13360,11/14/2019,55074.57921582312,Completed,Unit,Office,Al Thanyah Fifth,98.45,559.4167518113064
13361,11/19/2019,252312.9579995397,Completed,Unit,Flat,Burj Khalifa,175.4,1438.5003306701237
13362,02/25/2020,66089.50990801031,Completed,Unit,Office,Nad Al Shiba,137.83,479.5001807154488
13366,02/28/2019,274365.1671628715,Completed,Unit,Flat,Burj Khalifa,190.73,1438.500325920786
13367,03/18/2019,93617.59312193275,Completed,Unit,Flat,Al Thanyah Fifth,130.16,719.2501008138656
13368,03/24/2019,807781.9272546384,Completed,Unit,Flat,Marsa Dubai,505.39,1598.333815973087
13373,09/25/2019,500933.7807838799,Completed,Unit,Office,Burj Khalifa,313.41,1598.333750626591
13374,09/26/2019,126146.90138021666,Completed,Unit,Flat,Business Bay,131.54,959.0003145827632
13375,09/29/2019,70122.87566170956,Completed,Unit,Flat,Al Hebiah Fourth,125.35,559.4166387053017
13376,09/29/2019,433758.2133656052,Completed,Unit,Flat,Marsa Dubai,603.07,719.2501921262957
13377,09/30/2019,240596.3367461337,Completed,Unit,Office,Business Bay,273.69,879.0834036542574
13378,09/30/2019,67885.20220656475,Completed,Unit,Flat,Al Thanyah Fifth,121.35,559.4165818423136
13379,09/30/2019,438009.04305474093,Completed,Unit,Flat,Palm Jumeirah,324.28,1350.7124801244017
13390,03/17/2019,75361.3880866292,Completed,Unit,Office,Burj Khalifa,94.3,799.1663635909778
13391,04/14/2019,101227.27171483937,Completed,Unit,Office,Al Thanyah First,140.74,719.2501898169629
13392,06/13/2019,297481.90275375126,Completed,Unit,Flat,Jumeirah First,206.8,1438.500496875006
13393,06/26/2019,170763.75947553254,Completed,Building,Villa,Al Barsha South Fourth,195.19,874.8591601799915
13395,07/28/2019,13459.525276748658,Completed,Unit,Office,Business Bay,24.06,559.415015658714
13396,07/31/2019,72548.31500716465,Completed,Unit,Flat,Marsa Dubai,75.65,958.999537437735
13399,10/30/2019,67985.06188330153,Completed,Unit,Flat,Business Bay,85.07,799.166120645369
13401,11/19/2019,106406.61078484509,Completed,Unit,Flat,Jabal Ali First,190.21,559.4164911668423
13402,11/19/2019,46699.28501956359,Completed,Unit,Office,Al Thanyah Fifth,116.87,399.58316950084355
13403,11/20/2019,105506.76001752184,Completed,Unit,Flat,Marsa Dubai,146.69,719.2498467347593
13404,12/19/2019,245008.87229098147,Completed,Unit,Flat,Marsa Dubai,262.66,932.7985695994116
13409,02/28/2019,1054408.89753432,Completed,Unit,Flat,Business Bay,879.59,1198.7504377429482
13410,03/17/2019,480315.3189941272,Completed,Unit,Office,Marsa Dubai,400.68,1198.750421768312
13411,03/17/2019,262382.2286897965,Completed,Unit,Flat,Marsa Dubai,218.88,1198.7492173327691
13412,03/19/2019,21395.28840514073,Completed,Unit,Flat,Al Warsan First,44.62,479.4999642568519
13415,04/24/2019,126779.84096696835,Completed,Unit,Flat,Burj Khalifa,132.2,959.0003098862962
13416,05/30/2019,39478.79930803555,Completed,Unit,Flat,Al Hebiah Fourth,76.0,519.4578856320468
13417,10/22/2019,72303.3803799865,Completed,Unit,Flat,Al Hebiah Fifth,139.19,519.4581534592032
13418,10/24/2019,121454.98147584435,Completed,Unit,Flat,Al Hebiah First,217.11,559.41680012825
13420,11/20/2019,53754.35261973881,Completed,Unit,Flat,Nadd Hessa,96.09,559.4167199473287
13421,11/21/2019,198369.20609700866,Completed,Unit,Hotel Apartment,Burj Khalifa,124.11,1598.3337853276018
13422,11/25/2019,42582.76473951102,Completed,Unit,Flat,Al Thanyah Fifth,76.12,559.4162472347742
13423,11/25/2019,38798.342849081964,Completed,Unit,Office,Al Thanyah Fifth,74.69,519.4583324284639
13424,01/20/2020,86496.9670871415,Completed,Unit,Office,Burj Khalifa,154.62,559.4164214664435
13425,01/20/2020,43220.530258595725,Completed,Unit,Office,Burj Khalifa,77.26,559.4166484415703
13426,01/20/2020,73781.45208591645,Completed,Unit,Office,Burj Khalifa,131.89,559.4165750695007
13427,04/14/2019,64130.329871036236,Completed,Unit,Office,Al Thanyah First,84.47,759.2083564701816
13429,06/23/2019,91108.1825538834,Completed,Unit,Flat,Palm Jumeirah,103.64,879.0831971621324
13431,08/22/2019,92965.42405096185,Completed,Unit,Office,Al Thanyah Fifth,193.88,479.4998145809875
13432,08/22/2019,205904.56533198705,Completed,Unit,Office,Dubai Investment Park First,368.07,559.4168645420356
13433,08/22/2019,39692.996458508125,Completed,Unit,Flat,Al Hebiah Fourth,82.78,479.49983641589904
13434,08/22/2019,35813.837804126546,Completed,Unit,Flat,Al Hebiah Fourth,74.69,479.49976977007026
13435,08/27/2019,55094.551151170475,Completed,Unit,Office,Business Bay,91.92,599.3750125236127
13436,11/19/2019,106429.03280891535,Completed,Unit,Flat,Jabal Ali First,190.25,559.4167296132213
13437,12/22/2019,38443.07998426004,Completed,Unit,Flat,Al Thanyah Fifth,68.72,559.4161813774743
13438,12/26/2019,56181.425357675835,Completed,Unit,Flat,Marsa Dubai,70.3,799.1667902941086
13442,02/26/2019,27295.54752058446,Completed,Unit,Flat,Al Thanyah Fifth,37.95,719.2502640470212
13443,03/19/2019,65558.06339047733,Completed,Unit,Flat,Wadi Al Safa 5,117.19,559.416873372108
13444,03/28/2019,185612.7820386223,Completed,Unit,Flat,Burj Khalifa,262.27,707.7164069036577
13446,04/14/2019,218365.12261580382,Completed,Unit,Office,Al Thanyah First,321.46,679.2917396124054
13447,04/24/2019,279634.86253517366,Completed,Unit,Office,Trade Center First,269.16,1038.9168618486165
13448,04/24/2019,147745.99262003577,Completed,Unit,Hotel Apartment,Burj Khalifa,73.95,1997.9174120356427
13449,04/25/2019,66867.0789745265,Completed,Unit,Flat,Wadi Al Safa 5,119.53,559.4167068897056
13450,04/25/2019,308486.43913014425,Completed,Unit,Office,Al Thanyah Fifth,428.9,719.2502660996602
13451,04/25/2019,53536.1462331742,Completed,Unit,Flat,Al Hebiah Fifth,95.7,559.4163660728757
13452,04/25/2019,54291.36752073295,Completed,Unit,Flat,Al Hebiah Fourth,97.05,559.4164608009578
13453,04/30/2019,32542.078417688157,Completed,Unit,Flat,Al Thanyah Third,40.72,799.1669552477446
13458,11/19/2019,355884.9646222037,Completed,Unit,Flat,Burj Khalifa,247.4,1438.5002612053506
13459,11/20/2019,125775.2303454625,Completed,Unit,Flat,Marsa Dubai,174.87,719.2499019011981
13460,11/27/2019,81553.35625032482,Completed,Unit,Flat,Burj Khalifa,127.56,639.3333039379494
13461,12/17/2019,229621.42416975403,Completed,Unit,Flat,Burj Khalifa,221.02,1038.9169494604741
13462,01/21/2020,145645.74686871236,Completed,Unit,Flat,Marsa Dubai,140.19,1038.9168048271088
13463,01/21/2020,82698.58711550313,Completed,Unit,Flat,Al Hebiah Fourth,147.83,559.4168106304751
13464,01/27/2020,44479.20765615603,Completed,Unit,Flat,Wadi Al Safa 3,78.99,563.0992233973419
13467,03/19/2019,53975.67730104166,Completed,Unit,Office,Al Thanyah Fifth,67.54,799.1660838176141
13469,04/18/2019,47807.76455389824,Completed,Unit,Flat,Nadd Hessa,85.46,559.4168564696729
13470,04/23/2019,93528.49898655422,Completed,Unit,Flat,Jabal Ali First,180.05,519.4584781258218
13471,05/20/2019,105905.60476356644,Completed,Unit,Flat,Marsa Dubai,132.52,799.1669541470452
13472,05/26/2019,46294.12943892969,Completed,Unit,Flat,Business Bay,44.56,1038.9167288808278
13473,07/28/2019,22606.00345982226,Completed,Unit,Flat,Al Hebiah Fourth,40.41,559.4160717600164
13474,08/20/2019,21213.016653178805,Completed,Unit,Flat,Al Hebiah Fourth,37.92,559.414996128133
13475,10/29/2019,162253.26492883606,Completed,Unit,Office,Al Thanyah First,290.04,559.4168560503242
13477,12/18/2019,148490.22563089782,Completed,Unit,Flat,Burj Khalifa,111.58,1330.7960712573743
13479,01/20/2020,77283.37132208273,Completed,Unit,Office,Nad Al Shiba,138.15,559.4163685999474
13480,01/21/2020,71599.75944583448,Completed,Unit,Flat,Nad Al Shiba,127.99,559.4168251100436
13481,01/27/2020,34862.01545783249,Completed,Unit,Flat,Business Bay,49.07,710.4547678384448
13485,04/25/2019,65558.06339047733,Completed,Unit,Flat,Wadi Al Safa 5,117.19,559.416873372108
13486,06/13/2019,587843.1794727112,Completed,Unit,Flat,Jumeirah First,408.65,1438.5003780073687
13487,06/16/2019,17050.1674227294,Completed,Unit,Flat,Al Warsan First,42.67,399.5820816200937
13488,06/25/2019,122136.62585660299,Completed,Unit,Flat,Marsa Dubai,152.83,799.166563217974
13489,06/26/2019,141065.71434935296,Completed,Building,Villa,Wadi Al Safa 6,421.84,334.4057328592665
13490,06/27/2019,137353.45870858053,Completed,Building,Villa,Al Thanayah Fourth,350.19,392.225531021961
13491,06/27/2019,60544.88488295258,Completed,Unit,Flat,Marsa Dubai,75.76,799.1669071139464
13496,01/20/2020,76449.89568561649,Completed,Unit,Office,Nad Al Shiba,136.66,559.4167692493523
13497,01/20/2020,46979.78305578035,Completed,Unit,Office,Nad Al Shiba,83.98,559.4163259797613
13498,01/27/2020,81208.11647573298,Completed,Unit,Flat,Wadi Al Safa 3,168.28,482.57735010537783
13499,01/27/2020,36307.71629457491,Completed,Unit,Flat,Business Bay,51.04,711.3580778717654
13500,02/25/2020,113345.7817639154,Completed,Unit,Flat,Me'Aisem First,218.2,519.4582115669816
13509,02/14/2019,127853.87076895665,Completed,Unit,Office,Business Bay,145.44,879.0832698635634
13511,04/14/2019,51990.585719695,Completed,Unit,Office,Al Thanyah First,68.48,759.208319504892
13512,04/15/2019,156436.9027908738,Completed,Unit,Flat,Burj Khalifa,130.5,1198.7502129568875
13513,06/13/2019,247206.3048949803,Completed,Unit,Flat,Jumeirah First,171.85,1438.5004649111452
13514,06/23/2019,138743.32722048572,Completed,Unit,Flat,Al Thanyah Third,192.9,719.2500115110716
13515,06/27/2019,137353.45870858053,Completed,Building,Villa,Al Thanayah Fourth,350.05,392.38239882468366
13516,07/28/2019,83487.36719405446,Completed,Unit,Office,Al Thanyah Fifth,74.62,1118.8336530964145
13517,07/31/2019,98695.51336783257,Completed,Unit,Flat,Al Thanyah Fifth,137.22,719.2502067324921
13518,08/21/2019,76827.87755495995,Completed,Unit,Flat,Marsa Dubai,73.95,1038.9165321833664
13520,10/22/2019,214585.89788327186,Completed,Unit,Flat,Marsa Dubai,223.76,959.0002586846258
13522,01/14/2020,148490.22563089782,Completed,Unit,Flat,Burj Khalifa,134.46,1104.3449771746082
13524,02/16/2020,43075.08408259026,Completed,Unit,Flat,Jabal Ali,77.0,559.4166763972761
13525,02/20/2020,39701.757381820345,Completed,Unit,Flat,Al Hebiah Fifth,70.97,559.4160544148281
13526,02/20/2020,449491.4209772142,Completed,Unit,Hotel Apartment,Burj Khalifa,224.98,1997.9172414313014
13527,03/26/2019,65064.92735115711,Completed,Unit,Office,Al Thanyah Fifth,101.77,639.3330780304325
13528,04/14/2019,213841.07091150727,Completed,Unit,Office,Al Thanyah First,314.8,679.2918389819163
13529,05/30/2019,53722.35297611535,Completed,Unit,Flat,Al Hebiah Fourth,103.42,519.4580639732677
13530,06/27/2019,133641.20306780806,Completed,Building,Villa,Wadi Al Safa 6,380.87,350.88403672593813
13532,11/20/2019,212122.8162656193,Completed,Unit,Flat,Marsa Dubai,265.43,799.1666965513291
13533,11/28/2019,93770.98352500946,Completed,Unit,Office,Nadd Hessa,195.56,479.499813484401
13534,12/16/2019,48249.67146537579,Completed,Unit,Flat,Wadi Al Safa 2,86.25,559.4164807579801
13535,12/29/2019,222735.33844634678,Completed,Building,Villa,Al Barsha South Fourth,336.96,661.0141810492248
13536,01/27/2020,63581.658487330074,Completed,Unit,Flat,Wadi Al Safa 3,131.77,482.5199854847846
13538,02/24/2019,34042.05243189867,Completed,Unit,Flat,Al Thanyah Fifth,47.33,719.2489421487148
13539,03/17/2019,215310.82716480189,Completed,Building,Villa,Al Barsha South Fourth,316.15,681.0400985759984
13540,03/24/2019,1370795.0909131407,Completed,Unit,Flat,Marsa Dubai,857.64,1598.3339057333387
13541,04/14/2019,64289.73412825101,Completed,Unit,Office,Al Thanyah First,84.68,759.2080081276689
13542,07/16/2019,54411.273377929894,Completed,Unit,Flat,Burj Khalifa,45.39,1198.7502396547675
13543,08/26/2019,25173.69644143174,Completed,Unit,Flat,Jabal Ali,45.0,559.4154764762609
13544,08/29/2019,84360.04425008725,Completed,Unit,Flat,Al Barsha South Fourth,150.8,559.4167390589339
13545,10/22/2019,47878.445901298546,Completed,Unit,Flat,Al Hebiah Fourth,92.17,519.4580221471036
13546,10/23/2019,41603.768681926515,Completed,Unit,Flat,Al Barsha South Fourth,74.37,559.4160102450788
13547,10/24/2019,61077.07385161371,Completed,Unit,Flat,Al Hebiah Fourth,109.18,559.4163203115379
13548,10/29/2019,47673.455144815096,Completed,Unit,Flat,Al Hebiah Fourth,85.22,559.4162772214867
13550,11/19/2019,257390.8782454395,Completed,Unit,Flat,Burj Khalifa,178.93,1438.5004093524813
13551,11/19/2019,25173.69644143174,Completed,Unit,Flat,Jabal Ali,45.0,559.4154764762609
13555,03/31/2019,89094.13537853872,Completed,Unit,Flat,Burj Khalifa,93.92,948.617284694833
13558,04/17/2019,87758.0945734247,Completed,Unit,Flat,Burj Khalifa,91.51,959.0000499773216
13559,04/17/2019,74318.46698691059,Completed,Unit,Flat,Rega Al Buteen,132.85,559.4163868039939
13561,05/15/2019,366194.2697621929,Completed,Unit,Office,Burj Khalifa,327.3,1118.8336992428747
13562,07/15/2019,77814.81783961572,Completed,Unit,Flat,Al Barsha First,74.9,1038.9161260295823
13563,10/15/2019,37944.375561478664,Completed,Unit,Flat,Al Thanyah Fifth,59.35,639.3323599238191
13564,10/17/2019,255118.01260682018,Completed,Unit,Flat,Burj Khalifa,177.35,1438.5002120486056
13565,10/24/2019,232758.1316959811,Completed,Unit,Flat,Burj Khalifa,153.29,1518.4169332375309
13566,11/18/2019,163339.24819398765,Completed,Building,Villa,Al Yelayiss 1,288.0,567.1501673402349
